time,value,interval_20s,ID
23.50584307178631,102.90533786440132,"(20,40]",21
24.641068447412355,103.19985117441303,"(20,40]",21
25.776293823038397,104.6967169748462,"(20,40]",21
26.91151919866444,103.93903211727488,"(20,40]",21
28.113522537562602,103.29682948525775,"(20,40]",21
29.382303839732888,105.85466026986538,"(20,40]",21
30.684474123539232,100.77965507246385,"(20,40]",21
31.953255425709514,97.94875938697335,"(20,40]",21
33.18864774624374,94.26890438114282,"(20,40]",21
34.357262103505846,90.86946233549918,"(20,40]",21
35.49248747913188,90.41644331167777,"(20,40]",21
36.62771285475793,90.2742407796102,"(20,40]",21
37.79632721202003,89.15831884057985,"(20,40]",21
38.9983305509182,89.6542337831086,"(20,40]",21
40.20033388981636,85.90374622688697,"(40,60]",21
41.30217028380634,90.89550231550898,"(40,60]",21
42.504173622704506,95.84697831084472,"(40,60]",21
43.63939899833055,99.36016984840921,"(40,60]",21
44.80801335559266,102.28111147759472,"(40,60]",21
45.9432387312187,105.1995781442613,"(40,60]",21
47.145242070116865,107.56714199566889,"(40,60]",21
48.313856427378965,108.33051664167925,"(40,60]",21
49.482470784641066,109.33771224387813,"(40,60]",21
50.651085141903174,109.44381829085465,"(40,60]",21
51.819699499165274,109.07211884057986,"(40,60]",21
52.95492487479132,109.83596015325675,"(40,60]",21
54.15692821368948,110.30150707979351,"(40,60]",21
55.32554257095158,110.20963231717496,"(40,60]",21
56.46076794657763,109.17585990338185,"(40,60]",21
57.59599332220367,109.6715437281361,"(40,60]",21
58.764607679465776,110.82336964850927,"(40,60]",21
59.89983305509182,111.65699320339849,"(40,60]",21
61.03505843071786,114.71032696984854,"(60,80]",21
62.1702838063439,112.11246206896563,"(60,80]",21
63.33889816360601,111.73883458270882,"(60,80]",21
64.47412353923205,110.70280239880073,"(60,80]",21
65.67612687813022,110.99644051307693,"(60,80]",21
66.81135225375625,111.60927129768464,"(60,80]",21
67.9465776293823,113.37324617691169,"(60,80]",21
69.08180300500834,112.79869905047477,"(60,80]",21
70.25041736227045,111.82866446776623,"(60,80]",21
71.45242070116862,102.69053196734983,"(60,80]",21
72.58764607679466,90.10591514242887,"(60,80]",21
73.75626043405676,85.5431212393805,"(60,80]",21
74.92487479131887,90.07222405463945,"(60,80]",21
76.0601001669449,85.67267696151923,"(60,80]",21
77.19532554257096,83.84202751957359,"(60,80]",21
78.36393989983306,85.59516984840931,"(60,80]",21
79.53255425709516,83.15911850741303,"(60,80]",21
0.9015025041736227,62.244045010828145,"[0,20]",22
2.2370617696160267,62.77850124937546,"[0,20]",22
3.739565943238731,63.789292220556504,"[0,20]",22
5.175292153589315,65.3756303181745,"[0,20]",22
6.544240400667779,64.8920134932535,"[0,20]",22
7.879799666110183,62.945139430285,"[0,20]",22
9.282136894824708,62.466967016492035,"[0,20]",22
10.651085141903172,62.20752427119793,"[0,20]",22
12.053422370617696,62.91871084457796,"[0,20]",22
13.45575959933222,63.21043138430801,"[0,20]",22
14.958263772954924,61.71494399466954,"[0,20]",22
16.32721202003339,59.45651427619547,"[0,20]",22
17.66277128547579,58.41089905047499,"[0,20]",22
18.998330550918197,57.23084710977868,"[0,20]",22
20.30050083472454,56.72567033150112,"(20,40]",22
21.636060100166944,55.718826886556855,"(20,40]",22
23.03839732888147,55.76482438780628,"(20,40]",22
24.574290484140235,55.38018417457952,"(20,40]",22
26.01001669449082,52.39871014492763,"(20,40]",22
27.34557595993322,52.14373606530077,"(20,40]",22
28.714524207011685,51.72698130934551,"(20,40]",22
30.05008347245409,51.4567095119108,"(20,40]",22
31.452420701168613,50.92111417624522,"(20,40]",22
32.82136894824708,50.10452913543246,"(20,40]",22
34.15692821368948,49.879188105947115,"(20,40]",22
35.72621035058431,49.74220369815095,"(20,40]",22
37.06176961602671,49.59246869898376,"(20,40]",22
38.43071786310517,49.3591173080126,"(20,40]",22
39.86644407345576,48.85686220223221,"(20,40]",22
41.26878130217028,55.160062768615624,"(40,60]",22
42.637729549248746,55.73410224887565,"(40,60]",22
43.97328881469115,54.949512710311616,"(40,60]",22
45.30884808013356,54.096012893553265,"(40,60]",22
46.64440734557596,53.48541709145418,"(40,60]",22
47.97996661101836,53.2819955688822,"(40,60]",22
49.31552587646077,53.00905957021487,"(40,60]",22
50.75125208681135,52.84162158920562,"(40,60]",22
52.12020033388981,52.48092203898065,"(40,60]",22
53.58931552587646,53.87395269032169,"(40,60]",22
55.2253756260434,52.22292926869921,"(40,60]",22
56.62771285475793,50.10058997168102,"(40,60]",22
57.92988313856427,49.25612400466437,"(40,60]",22
59.23205342237061,48.377927536231844,"(40,60]",22
60.53422370617696,47.08774965850421,"(60,80]",22
61.90317195325542,46.54844177911059,"(60,80]",22
63.30550918196995,46.046023854739495,"(60,80]",22
64.64106844741235,45.148111277694554,"(60,80]",22
65.9432387312187,42.70313070131604,"(60,80]",22
67.2787979966611,42.6855649841747,"(60,80]",22
68.61435726210351,42.18353456605034,"(60,80]",22
69.94991652754591,41.79057457937698,"(60,80]",22
71.28547579298831,41.523530701316005,"(60,80]",22
72.65442404006677,41.96455498917226,"(60,80]",22
74.02337228714524,44.18344287856088,"(60,80]",22
75.52587646076795,49.99435735465606,"(60,80]",22
76.89482470784641,47.8935496251876,"(60,80]",22
78.23038397328881,47.904295518907446,"(60,80]",22
79.56594323873122,48.66052700316535,"(60,80]",22
1.001669449081803,55.13216645010872,"[0,20]",25
2.2036727879799667,55.479958420789835,"[0,20]",25
3.2721202003338896,49.97617821089491,"[0,20]",25
4.3739565943238725,50.25440533066866,"[0,20]",25
5.509181969949916,51.04034985840472,"[0,20]",25
6.611018363939899,50.29515475595549,"[0,20]",25
7.7462437395659425,48.683506080293405,"[0,20]",25
8.881469115191987,47.28389611860747,"[0,20]",25
10.050083472454089,46.64045740463134,"[0,20]",25
11.185308848080133,46.383039513576605,"[0,20]",25
12.387312186978297,48.160715475596156,"[0,20]",25
13.5559265442404,48.95768585707196,"[0,20]",25
14.724540901502504,48.96234039646867,"[0,20]",25
15.893155258764606,49.11330414792621,"[0,20]",25
17.128547579298832,50.09702711977407,"[0,20]",25
18.297161936560933,51.56506320173258,"[0,20]",25
19.465776293823037,51.09220136598395,"[0,20]",25
20.56761268781302,49.69382835249061,"(20,40]",25
21.769616026711184,51.35130784607763,"(20,40]",25
22.97161936560935,53.65273459936737,"(20,40]",25
24.14023372287145,53.644374712643774,"(20,40]",25
25.375626043405674,53.16438600699667,"(20,40]",25
26.4440734557596,48.38093359986687,"(20,40]",25
27.579298831385643,49.47174166250278,"(20,40]",25
28.714524207011685,50.28702625354037,"(20,40]",25
29.849749582637727,51.57368192570432,"(20,40]",25
30.98497495826377,49.21624601032841,"(20,40]",25
32.12020033388981,47.054251774113155,"(20,40]",25
33.25542570951586,47.86897058137615,"(20,40]",25
34.42404006677796,50.08440263201776,"(20,40]",25
35.559265442404005,50.19062062302192,"(20,40]",25
36.72787979966611,50.67054406130326,"(20,40]",25
37.86310517529215,50.33327412960226,"(20,40]",25
39.031719532554256,50.57743451607551,"(20,40]",25
40.20033388981636,50.61139773446637,"(40,60]",25
41.368948247078464,49.91630877894399,"(40,60]",25
42.57095158597663,49.801981675829346,"(40,60]",25
43.73956594323873,51.12823564884252,"(40,60]",25
44.941569282136896,54.04396198567398,"(40,60]",25
46.17696160267112,55.833995202399045,"(40,60]",25
47.4457429048414,54.71643968016008,"(40,60]",25
48.6143572621035,53.53302115608899,"(40,60]",25
49.71619365609349,48.45117557887767,"(40,60]",25
50.784641068447414,49.753930234882596,"(40,60]",25
51.953255425709514,52.26776738297568,"(40,60]",25
53.121869782971615,52.08668049308739,"(40,60]",25
54.257095158597664,48.67649265367342,"(40,60]",25
55.39232053422371,47.290399000499995,"(40,60]",25
56.56093489148581,48.336080393137244,"(40,60]",25
57.69616026711185,49.369582775279405,"(40,60]",25
58.8313856427379,49.87860972846957,"(40,60]",25
59.933222036727884,48.89015065800443,"(40,60]",25
61.068447412353926,49.47519473596571,"(60,80]",25
62.20367278797997,50.61357314676032,"(60,80]",25
63.37228714524207,51.19377181409342,"(60,80]",25
64.54090150250417,51.784015292353956,"(60,80]",25
65.70951585976627,51.252263601532675,"(60,80]",25
66.91151919866444,52.7538201232719,"(60,80]",25
68.1135225375626,54.37438823921399,"(60,80]",25
69.31552587646077,55.17206849908427,"(60,80]",25
70.48414023372287,51.231123071798066,"(60,80]",25
71.58597662771285,49.710610361486594,"(60,80]",25
72.7212020033389,49.6803970014993,"(60,80]",25
73.92320534223705,51.70499706813298,"(60,80]",25
75.02504173622704,50.85363238380817,"(60,80]",25
76.19365609348915,50.88076575045815,"(60,80]",25
77.32888146911519,50.45645407296372,"(60,80]",25
78.4974958263773,50.81054019656844,"(60,80]",25
79.6661101836394,52.200601551667404,"(60,80]",25
0.9348914858096827,116.27734342828609,"[0,20]",26
2.2036727879799667,115.29646300183278,"[0,20]",26
3.40567612687813,117.40841002831935,"[0,20]",26
4.607679465776293,129.62474579376962,"[0,20]",26
5.876460767946577,124.12148745627202,"[0,20]",26
7.145242070116861,119.11008465767136,"[0,20]",26
8.414023372287145,120.11966543394976,"[0,20]",26
9.68280467445743,120.06522592037369,"[0,20]",26
10.918196994991652,127.17142335498963,"[0,20]",26
12.153589315525876,120.30445827086497,"[0,20]",26
13.42237061769616,117.09881542562098,"[0,20]",26
14.657762938230384,122.27474399466973,"[0,20]",26
15.893155258764606,120.25205134099633,"[0,20]",26
17.195325542570952,118.5919375312347,"[0,20]",26
18.497495826377296,121.19402008995569,"[0,20]",26
19.732888146911517,122.09359840080022,"[0,20]",26
20.968280467445744,121.60522958520762,"(20,40]",26
22.237061769616027,122.8694803598205,"(20,40]",26
23.53923205342237,122.09704824254574,"(20,40]",26
24.841402337228715,122.68941072796996,"(20,40]",26
26.110183639398997,120.21235582208918,"(20,40]",26
27.378964941569283,118.82079310344824,"(20,40]",26
28.681135225375627,118.67441169415324,"(20,40]",26
29.94991652754591,120.81900223221753,"(20,40]",26
31.21869782971619,121.70968469098804,"(20,40]",26
32.5542570951586,119.34446903215107,"(20,40]",26
33.889816360601,118.9203156421796,"(20,40]",26
35.19198664440734,118.97916391804162,"(20,40]",26
36.494156928213684,119.0624450774617,"(20,40]",26
37.79632721202003,118.78223791437668,"(20,40]",26
39.065108514190314,119.45072663668192,"(20,40]",26
40.30050083472454,120.6489336331834,"(40,60]",26
41.602671118530886,119.35181372647072,"(40,60]",26
42.87145242070117,119.93964127936016,"(40,60]",26
44.173622704507515,121.10349461935698,"(40,60]",26
45.509181969949914,118.92105683824792,"(40,60]",26
46.81135225375626,117.83606333499934,"(40,60]",26
48.1135225375626,119.5481838414131,"(40,60]",26
49.41569282136895,117.79419060469809,"(40,60]",26
50.71786310517529,115.67781096118621,"(40,60]",26
51.98664440734558,118.7266335165753,"(40,60]",26
53.25542570951586,119.03216211894083,"(40,60]",26
54.524207011686144,117.12871187739479,"(40,60]",26
55.826377295492485,115.59630731301007,"(40,60]",26
57.195325542570956,115.31066333499967,"(40,60]",26
58.530884808013354,113.79379956688344,"(40,60]",26
59.89983305509182,112.73660479760169,"(40,60]",26
61.1686143572621,105.5423328335833,"(60,80]",26
62.47078464106845,107.95124897551241,"(60,80]",26
63.806343906510854,113.77122615359018,"(60,80]",26
65.07512520868113,109.08216788272544,"(60,80]",26
66.34390651085141,110.63583321672506,"(60,80]",26
67.64607679465776,114.68971890721318,"(60,80]",26
68.9482470784641,114.1552499083797,"(60,80]",26
70.25041736227045,113.04927316341882,"(60,80]",26
71.51919866444074,111.57503998001003,"(60,80]",26
72.78797996661102,116.3592367482927,"(60,80]",26
74.02337228714524,114.10990757954352,"(60,80]",26
75.29215358931552,113.69721912377149,"(60,80]",26
76.59432387312187,116.39765010827979,"(60,80]",26
77.86310517529215,113.58637754456105,"(60,80]",26
79.13188647746244,114.96028678993882,"(60,80]",26
0.8347245409015025,145.24535492253958,"[0,20]",30
2.070116861435726,146.7583733799773,"[0,20]",30
3.33889816360601,148.0992480759626,"[0,20]",30
4.641068447412354,148.76182305513944,"[0,20]",30
5.909849749582637,146.52732197234752,"[0,20]",30
7.145242070116861,144.97585294019723,"[0,20]",30
8.414023372287145,145.94200802931925,"[0,20]",30
9.71619365609349,146.0986834249545,"[0,20]",30
10.951585976627712,139.17148055972046,"[0,20]",30
12.153589315525876,137.85834062968533,"[0,20]",30
13.35559265442404,138.8667659503584,"[0,20]",30
14.557595993322202,138.6591788772284,"[0,20]",30
15.792988313856426,139.79059277028207,"[0,20]",30
16.99499165275459,137.6371110777947,"[0,20]",30
18.230383973288813,139.65532873563285,"[0,20]",30
19.465776293823037,140.42120686323554,"[0,20]",30
20.63439065108514,139.8921858070967,"(20,40]",30
21.969949916527547,143.17114206230278,"(20,40]",30
23.17195325542571,139.6046705647184,"(20,40]",30
24.340567612687813,140.03719783441645,"(20,40]",30
25.542570951585976,138.0257385307348,"(20,40]",30
26.7779632721202,139.65355892054058,"(20,40]",30
27.979966611018362,137.8248124271203,"(20,40]",30
29.248747913188648,140.62682911877442,"(20,40]",30
30.48414023372287,138.12286370148328,"(20,40]",30
31.686143572621035,138.73083141762453,"(20,40]",30
32.8881469115192,138.9259931034486,"(20,40]",30
34.09015025041736,139.5011482925211,"(20,40]",30
35.292153589315525,138.91453716475175,"(20,40]",30
36.494156928213684,139.60252763618243,"(20,40]",30
37.76293823038397,143.04852946859907,"(20,40]",30
39.031719532554256,143.6485255705488,"(20,40]",30
40.26711185308848,144.10465467266417,"(40,60]",30
41.469115191986646,140.40080653006848,"(40,60]",30
42.70450751252087,140.6696586040319,"(40,60]",30
43.90651085141903,140.0594736631689,"(40,60]",30
45.108514190317194,139.30935192403805,"(40,60]",30
46.34390651085142,140.35177971014522,"(40,60]",30
47.57929883138564,140.29551174412876,"(40,60]",30
48.78130217028381,140.38972383808178,"(40,60]",30
49.98330550918197,141.03874269531943,"(40,60]",30
51.18530884808013,139.378129068799,"(40,60]",30
52.42070116861436,139.26499993336702,"(40,60]",30
53.65609348914858,140.37836195235724,"(40,60]",30
54.924874791318864,142.1696559053814,"(40,60]",30
56.12687813021702,139.70026969848462,"(40,60]",30
57.29549248747913,138.8028345160754,"(40,60]",30
58.497495826377296,139.86380902881896,"(40,60]",30
59.73288814691152,142.24410864567758,"(40,60]",30
60.90150250417362,142.98041615858767,"(60,80]",30
62.136894824707845,143.08007279693535,"(60,80]",30
63.37228714524207,141.41820056638394,"(60,80]",30
64.6076794657763,142.34388485757182,"(60,80]",30
65.84307178631052,143.8683044477766,"(60,80]",30
67.04507512520868,142.42992413793104,"(60,80]",30
68.2804674457429,140.55926536731647,"(60,80]",30
69.48247078464107,142.8485394302849,"(60,80]",30
70.75125208681135,140.85463268365856,"(60,80]",30
71.95325542570951,142.2750089288692,"(60,80]",30
73.15525876460768,140.9633497917708,"(60,80]",30
74.42404006677796,141.60976734965897,"(60,80]",30
75.6594323873122,140.816161785774,"(60,80]",30
76.89482470784641,141.4985725137436,"(60,80]",30
78.13021702838063,142.2225358987175,"(60,80]",30
79.36560934891486,143.25127736131932,"(60,80]",30
0.5342237061769616,138.70422305514091,"[0,20]",32
1.9365609348914856,136.33611094452777,"[0,20]",32
3.4390651085141903,141.3928985507256,"[0,20]",32
4.774624373956594,125.16171597534627,"[0,20]",32
6.176961602671118,129.5829893053491,"[0,20]",32
7.545909849749583,127.70679060469918,"[0,20]",32
8.981636060100167,129.98340896218576,"[0,20]",32
10.38397328881469,122.78025647176453,"[0,20]",32
11.752921535893154,123.23917371314401,"[0,20]",32
13.121869782971618,124.33960329835178,"[0,20]",32
14.590984974958262,127.49880199900198,"[0,20]",32
16.026711185308848,126.59796758287675,"[0,20]",32
17.395659432387312,124.98538900549778,"[0,20]",32
18.764607679465776,130.11162795269172,"[0,20]",32
20.13355592654424,125.86276728302526,"(20,40]",32
21.602671118530886,124.61717531234378,"(20,40]",32
23.03839732888147,124.08937691154435,"(20,40]",32
24.440734557595995,124.08882425453952,"(20,40]",32
25.876460767946575,122.66333130101621,"(20,40]",32
27.378964941569283,126.23885294019806,"(20,40]",32
28.848080133555925,126.02727936032124,"(20,40]",32
30.25041736227045,127.26787043145235,"(20,40]",32
31.686143572621035,126.0480417457944,"(20,40]",32
33.15525876460768,124.56489851740783,"(20,40]",32
34.5575959933222,123.08191837414701,"(20,40]",32
35.959933222036724,125.01691297684604,"(20,40]",32
37.362270450751254,124.72598900549829,"(20,40]",32
38.797996661101834,123.50527632850319,"(20,40]",32
40.23372287145242,125.57818727303163,"(40,60]",32
41.70283806343907,123.08162232217222,"(40,60]",32
43.13856427378965,121.50093659836855,"(40,60]",32
44.50751252086811,123.11322125603984,"(40,60]",32
45.9432387312187,123.92318577378056,"(40,60]",32
47.412353923205345,123.01475332333925,"(40,60]",32
48.88146911519199,124.14511027819418,"(40,60]",32
50.38397328881469,126.54973426620053,"(40,60]",32
51.786310517529216,118.87869218724073,"(40,60]",32
53.15525876460768,120.4636572047314,"(40,60]",32
54.59098497495826,123.1462594702658,"(40,60]",32
56.02671118530885,123.97712503748242,"(40,60]",32
57.42904841402337,123.96856674995892,"(40,60]",32
58.86477462437395,120.02832217224832,"(40,60]",32
60.13355592654424,117.05133569881873,"(60,80]",32
61.43572621035059,120.05158907213102,"(60,80]",32
62.83806343906511,122.81522565384053,"(60,80]",32
64.24040066777964,122.56781739130481,"(60,80]",32
65.67612687813022,111.97984484424529,"(60,80]",32
66.97829716193657,110.01117367982668,"(60,80]",32
68.2804674457429,120.22988482425596,"(60,80]",32
69.61602671118531,122.79556421789252,"(60,80]",32
71.01836393989983,122.14941779110589,"(60,80]",32
72.42070116861436,110.45976951524266,"(60,80]",32
73.75626043405676,118.14706490088443,"(60,80]",32
75.0584307178631,122.57409798434244,"(60,80]",32
76.39398998330552,122.94521742462115,"(60,80]",32
77.79632721202003,123.85277844411156,"(60,80]",32
79.23205342237061,126.7554291854077,"(60,80]",32
